"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0T9A0","2020-04-02 13:00:00","498.000","152.000","1.000","17.100","0.990","962.200","","1.500","-99.000","-99.000","-99.000","17.800","","13.700",""
"C0AH40","2020-04-02 13:00:00","426.000","16.000","1.900","17.300","0.960","967.500","","14.500","7.900","33.000","","18.600","","14.400",""
"C0X280","2020-04-02 13:00:00","22.000","7.000","2.700","21.800","0.860","1014.600","","0.500","-99.000","-99.000","-99.000","21.800","","17.800",""
"C0V620","2020-04-02 13:00:00","18.000","199.000","1.500","23.500","0.760","1015.100","","0.000","-99.000","-99.000","-99.000","23.700","","19.300",""
"C0H960","2020-04-02 13:00:00","120.000","27.000","1.400","23.100","0.930","1001.300","","7.500","-99.000","-99.000","-99.000","23.100","","17.100",""
"C0M530","2020-04-02 13:00:00","1385.000","215.000","0.700","21.600","0.710","871.500","","3.000","-99.000","-99.000","-99.000","21.600","","13.900",""
"C0R170","2020-04-02 13:00:00","26.000","179.000","1.000","23.400","1.000","1014.700","","0.000","-99.000","-99.000","-99.000","23.700","","21.100",""
"C0I420","2020-04-02 13:00:00","305.000","31.000","1.100","23.300","0.720","981.500","","9.500","-99.000","-99.000","-99.000","23.300","","16.300",""
"C0A640","2020-04-02 13:00:00","241.000","21.000","0.300","18.500","0.870","993.200","","11.500","-99.000","-99.000","-99.000","18.700","","14.000",""
"C0A930","2020-04-02 13:00:00","216.000","145.000","1.700","16.700","0.990","992.400","","21.000","-99.000","-99.000","-99.000","16.700","","14.800",""
"C0F9M0","2020-04-02 13:00:00","230.000","311.000","1.800","20.200","0.930","990.200","","3.000","-99.000","-99.000","-99.000","22.500","","15.500",""
"C0AC40","2020-04-02 13:00:00","1079.000","108.000","2.700","12.400","0.990","896.500","","16.500","8.200","76.000","","16.400","","8.700",""
"C0AI00","2020-04-02 13:00:00","188.000","68.000","0.700","20.600","0.920","997.100","","11.500","-99.000","-99.000","-99.000","22.000","","15.300",""
"C0T9M0","2020-04-02 13:00:00","92.000","81.000","1.800","23.000","0.760","1009.900","","0.000","-99.000","-99.000","-99.000","23.600","","17.300",""
"C0S960","2020-04-02 13:00:00","32.000","42.000","2.200","23.500","0.660","1015.200","","0.000","-99.000","-99.000","-99.000","23.600","","19.700",""
"C0K430","2020-04-02 13:00:00","30.000","323.000","2.800","21.800","0.920","1013.900","","0.500","-99.000","-99.000","-99.000","21.800","","16.800",""
"C0Z170","2020-04-02 13:00:00","199.000","61.000","2.200","22.900","0.670","997.100","","0.000","-99.000","-99.000","-99.000","24.200","","17.400",""
"C0Z100","2020-04-02 13:00:00","36.000","16.000","0.900","22.100","0.770","1016.100","","1.500","-99.000","-99.000","-99.000","23.700","","17.400",""
"C0U710","2020-04-02 13:00:00","1942.000","273.000","1.000","16.500","0.870","811.500","","4.500","-99.000","-99.000","-99.000","16.500","","7.900",""
"C0SA30","2020-04-02 13:00:00","92.000","65.000","1.500","22.900","0.740","1009.100","","0.000","-99.000","-99.000","-99.000","22.900","","18.700",""
"C0V500","2020-04-02 13:00:00","6.000","89.000","0.800","23.300","0.840","1015.200","","0.000","-99.000","-99.000","-99.000","23.300","","20.900",""
"CM0160","2020-04-02 13:00:00","159.000","349.000","1.700","24.000","0.770","999.300","","5.500","-99.000","-99.000","-99.000","24.000","","16.200",""
"C0V350","2020-04-02 13:00:00","36.000","169.000","1.200","23.800","0.830","1014.500","","0.000","-99.000","-99.000","-99.000","23.800","","21.600",""
"C0W120","2020-04-02 13:00:00","58.000","-99.000","-99.000","19.800","0.880","1011.200","","1.000","-99.000","-99.000","-99.000","19.900","","18.700",""
"C0R470","2020-04-02 13:00:00","103.000","148.000","1.400","23.500","0.880","1006.100","","0.500","-99.000","-99.000","-99.000","23.500","","20.300",""
"C0M770","2020-04-02 13:00:00","164.000","296.000","0.400","23.800","0.780","997.100","","0.000","-99.000","-99.000","-99.000","24.400","","16.900",""
"C0S930","2020-04-02 13:00:00","248.000","38.000","0.700","22.900","0.700","990.800","","0.500","-99.000","-99.000","-99.000","22.900","","17.100",""
"C0F9Y0","2020-04-02 13:00:00","3313.000","251.000","3.900","5.100","1.000","688.400","","9.500","13.800","242.000","","6.200","","2.700",""
"C0E790","2020-04-02 13:00:00","344.000","257.000","0.900","20.100","1.000","977.000","","10.000","-99.000","-99.000","-99.000","21.300","","15.200",""
"C0O810","2020-04-02 13:00:00","161.000","210.000","0.900","23.500","0.990","999.100","","0.000","-99.000","-99.000","-99.000","23.800","","19.300",""
"C0R520","2020-04-02 13:00:00","18.000","110.000","0.600","24.000","0.860","1015.700","","0.000","-99.000","-99.000","-99.000","24.200","","20.900",""
"C0G880","2020-04-02 13:00:00","92.000","322.000","3.200","22.600","0.820","1005.600","","2.000","-99.000","-99.000","-99.000","22.600","","17.400",""
"C0R260","2020-04-02 13:00:00","76.000","316.000","0.600","23.100","0.790","1008.800","","0.000","-99.000","-99.000","-99.000","24.500","","21.900",""
"C0U950","2020-04-02 13:00:00","1012.000","82.000","1.100","13.800","1.000","906.600","","9.500","-99.000","-99.000","-99.000","13.800","","10.300",""
"C0O860","2020-04-02 13:00:00","38.000","299.000","0.800","22.800","0.990","1012.000","","0.500","-99.000","-99.000","-99.000","22.800","","18.200",""
"C0R320","2020-04-02 13:00:00","7.000","58.000","3.800","24.300","0.650","1017.500","","0.000","10.300","79.000","","24.500","","21.400",""
"C0S980","2020-04-02 13:00:00","901.000","19.000","0.700","17.700","1.000","918.100","","0.000","-99.000","-99.000","-99.000","18.700","","13.900",""
"C0X110","2020-04-02 13:00:00","20.000","65.000","1.000","24.200","0.680","1015.200","","0.000","-99.000","-99.000","-99.000","24.200","","19.300",""
"C0V310","2020-04-02 13:00:00","46.000","348.000","0.500","22.200","0.850","1011.400","","0.000","-99.000","-99.000","-99.000","23.000","","20.400",""
"C0G620","2020-04-02 13:00:00","110.000","344.000","1.600","24.200","0.900","1003.400","","5.000","-99.000","-99.000","-99.000","24.200","","16.700",""
"C0AD50","2020-04-02 13:00:00","84.000","105.000","3.100","20.500","1.000","1009.000","","12.000","-99.000","-99.000","-99.000","20.500","","15.900",""
"C0A9A0","2020-04-02 13:00:00","24.000","52.000","4.300","20.100","0.920","1016.000","","12.000","-99.000","-99.000","-99.000","21.200","","16.300",""
"C0O830","2020-04-02 13:00:00","127.000","290.000","1.000","24.600","0.950","1002.800","","0.000","-99.000","-99.000","-99.000","24.600","","18.300",""
"C0S760","2020-04-02 13:00:00","1621.000","185.000","0.400","16.400","1.000","842.700","","0.500","-99.000","-99.000","-99.000","16.400","","10.300",""
"C0X160","2020-04-02 13:00:00","26.000","53.000","0.900","24.700","0.680","1013.700","","0.000","-99.000","-99.000","-99.000","24.700","","19.000",""
"C0C490","2020-04-02 13:00:00","157.000","120.000","0.600","19.600","0.840","999.500","","13.000","-99.000","-99.000","-99.000","20.200","","15.600",""
"C0F970","2020-04-02 13:00:00","145.000","359.000","2.200","23.500","0.710","999.000","","9.000","-99.000","-99.000","-99.000","23.700","","16.600",""
"C0R440","2020-04-02 13:00:00","1654.000","76.000","2.900","12.700","1.000","837.600","","0.000","-99.000","-99.000","-99.000","16.400","","11.800",""
"C0M690","2020-04-02 13:00:00","33.000","303.000","0.600","22.500","0.860","1012.000","","2.000","-99.000","-99.000","-99.000","22.600","","17.200",""
"C0V690","2020-04-02 13:00:00","30.000","164.000","1.700","23.300","0.820","1014.500","","0.000","-99.000","-99.000","-99.000","23.300","","20.700",""
"C0Z210","2020-04-02 13:00:00","126.000","98.000","0.600","22.400","0.690","1005.000","","0.500","-99.000","-99.000","-99.000","22.400","","16.100",""
"C0U770","2020-04-02 13:00:00","5.000","162.000","1.600","21.900","0.740","1018.500","","0.500","-99.000","-99.000","-99.000","22.700","","17.200",""
"C0Z080","2020-04-02 13:00:00","298.000","0.000","0.000","22.100","0.710","984.200","","0.000","-99.000","-99.000","-99.000","23.600","","15.300",""
"C0G640","2020-04-02 13:00:00","17.000","6.000","2.600","21.400","0.840","1017.400","","8.000","-99.000","-99.000","-99.000","21.600","","17.200",""
"C0X200","2020-04-02 13:00:00","61.000","229.000","1.600","23.400","0.820","1009.800","","0.000","-99.000","-99.000","-99.000","23.900","","17.900",""
"C0U900","2020-04-02 13:00:00","63.000","359.000","1.900","19.900","0.830","1013.000","","4.000","-99.000","-99.000","-99.000","20.400","","15.900",""
"C0Z230","2020-04-02 13:00:00","31.000","141.000","1.700","21.000","0.730","1016.200","","1.000","-99.000","-99.000","-99.000","21.000","","17.700",""
"C0F9O0","2020-04-02 13:00:00","175.000","0.000","0.200","22.400","1.000","996.400","","4.500","-99.000","-99.000","-99.000","24.100","","16.600",""
"C0C540","2020-04-02 13:00:00","46.000","66.000","3.300","22.000","0.770","1012.400","","12.500","-99.000","-99.000","-99.000","22.000","","15.700",""
"C0G770","2020-04-02 13:00:00","15.000","14.000","1.200","22.200","0.820","1015.000","","6.500","-99.000","-99.000","-99.000","22.200","","18.100",""
"C0V670","2020-04-02 13:00:00","20.000","156.000","0.700","23.500","0.760","1014.900","","0.000","-99.000","-99.000","-99.000","23.600","","19.900",""
"C0A870","2020-04-02 13:00:00","685.000","46.000","5.700","14.700","1.000","938.700","","17.000","-99.000","-99.000","-99.000","15.100","","11.200",""
"C0R220","2020-04-02 13:00:00","23.000","274.000","0.400","23.600","1.000","1015.100","","0.000","-99.000","-99.000","-99.000","23.900","","21.100",""
"C0Z220","2020-04-02 13:00:00","589.000","2.000","0.600","18.500","0.990","952.800","","2.500","-99.000","-99.000","-99.000","19.500","","13.500",""
"C0D560","2020-04-02 13:00:00","147.000","122.000","1.000","18.700","0.900","1001.200","","15.500","-99.000","-99.000","-99.000","18.700","","15.400",""
"C0I380","2020-04-02 13:00:00","258.000","345.000","0.500","25.200","0.710","985.300","","4.000","-99.000","-99.000","-99.000","25.900","","16.700",""
"C0Z020","2020-04-02 13:00:00","211.000","306.000","1.000","22.700","0.740","993.400","","0.000","-99.000","-99.000","-99.000","23.100","","16.000",""
"C0Z190","2020-04-02 13:00:00","62.000","196.000","0.500","20.800","1.000","1011.500","","3.000","-99.000","-99.000","-99.000","20.800","","17.900",""
"C0C710","2020-04-02 13:00:00","143.000","124.000","1.100","18.800","0.990","1002.100","","12.500","-99.000","-99.000","-99.000","18.800","","15.400",""
"C0D360","2020-04-02 13:00:00","523.000","40.000","0.400","16.300","0.990","956.600","","18.500","-99.000","-99.000","-99.000","18.500","","12.700",""
"C0C680","2020-04-02 13:00:00","228.000","118.000","2.300","19.500","0.810","989.800","","12.500","-99.000","-99.000","-99.000","19.500","","14.600",""
"C0X140","2020-04-02 13:00:00","17.000","49.000","2.200","22.700","0.820","1015.100","","0.000","-99.000","-99.000","-99.000","22.800","","18.300",""
"C0V710","2020-04-02 13:00:00","34.000","153.000","1.500","23.000","0.810","1013.300","","0.000","-99.000","-99.000","-99.000","23.700","","20.500",""
"C0G840","2020-04-02 13:00:00","32.000","1.000","1.600","22.200","0.900","1012.300","","1.500","-99.000","-99.000","-99.000","22.200","","17.100",""
"C0S890","2020-04-02 13:00:00","238.000","207.000","1.100","22.400","0.760","994.400","","0.000","-99.000","-99.000","-99.000","22.400","","17.000",""
"C0T820","2020-04-02 13:00:00","550.000","120.000","1.600","21.200","0.690","958.800","","6.500","-99.000","-99.000","-99.000","21.700","","15.300",""
"C0F9I0","2020-04-02 13:00:00","194.000","1.000","2.400","19.900","0.880","993.900","","7.000","-99.000","-99.000","-99.000","21.800","","15.700",""
"C0C650","2020-04-02 13:00:00","208.000","26.000","0.800","17.700","0.910","993.600","","12.500","-99.000","-99.000","-99.000","18.400","","14.500",""
"C0R600","2020-04-02 13:00:00","766.000","85.000","1.600","18.300","0.990","931.300","","2.500","-99.000","-99.000","-99.000","19.500","","17.600",""
"C0Z320","2020-04-02 13:00:00","646.000","54.000","1.400","20.100","0.730","945.800","","0.500","-99.000","-99.000","-99.000","21.000","","14.100",""
"C0V210","2020-04-02 13:00:00","734.000","54.000","0.800","22.000","0.760","935.800","","1.000","-99.000","-99.000","-99.000","22.200","","19.100",""
"C0K240","2020-04-02 13:00:00","1132.000","307.000","2.200","22.800","0.710","895.000","","1.000","-99.000","-99.000","-99.000","23.100","","14.300",""
"C0M520","2020-04-02 13:00:00","15.000","342.000","0.700","21.500","0.870","1014.400","","2.500","-99.000","-99.000","-99.000","21.500","","16.900",""
"C0A530","2020-04-02 13:00:00","300.000","76.000","2.000","19.000","0.990","984.100","","9.500","-99.000","-99.000","-99.000","19.500","","13.500",""
"C0E820","2020-04-02 13:00:00","220.000","25.000","1.100","18.400","0.890","992.100","","12.500","-99.000","-99.000","-99.000","18.400","","14.400",""
"C0K450","2020-04-02 13:00:00","35.000","340.000","2.500","22.600","0.770","1011.800","","1.500","-99.000","-99.000","-99.000","22.600","","17.200",""
"C0G760","2020-04-02 13:00:00","53.000","338.000","2.700","22.500","0.990","1012.900","","1.500","-99.000","-99.000","-99.000","22.900","","17.600",""
"CM0120","2020-04-02 13:00:00","4.000","9.000","1.800","21.600","0.770","1016.200","","1.000","-99.000","-99.000","-99.000","21.900","","18.000",""
"C0Z290","2020-04-02 13:00:00","946.000","0.000","0.000","16.100","0.990","913.400","","0.000","-99.000","-99.000","-99.000","16.400","","12.700",""
"C0V680","2020-04-02 13:00:00","40.000","173.000","1.300","22.900","0.830","1012.600","","0.000","-99.000","-99.000","-99.000","22.900","","20.200",""
"C0F9U0","2020-04-02 13:00:00","74.000","282.000","2.200","23.800","0.730","1008.000","","19.500","-99.000","-99.000","-99.000","24.200","","18.000",""
"C0AI10","2020-04-02 13:00:00","76.000","358.000","1.000","20.100","0.880","1009.100","","10.500","-99.000","-99.000","-99.000","20.200","","16.300",""
"C0V530","2020-04-02 13:00:00","34.000","228.000","1.000","23.400","0.690","1013.000","","0.000","-99.000","-99.000","-99.000","23.700","","18.600",""
"C0R550","2020-04-02 13:00:00","38.000","156.000","4.000","23.600","0.830","1013.700","","0.000","-99.000","-99.000","-99.000","24.300","","21.300",""
"C0F9L0","2020-04-02 13:00:00","253.000","17.000","1.400","19.600","0.970","987.400","","10.500","-99.000","-99.000","-99.000","20.400","","16.100",""
"C0A950","2020-04-02 13:00:00","60.000","85.000","7.100","19.400","0.980","1012.700","","10.500","-99.000","-99.000","-99.000","19.400","","17.000",""
"C0R160","2020-04-02 13:00:00","45.000","179.000","2.200","22.800","0.990","1011.500","","0.000","-99.000","-99.000","-99.000","22.800","","20.300",""
"C0F9S0","2020-04-02 13:00:00","43.000","340.000","2.300","23.800","0.720","1011.800","","9.000","-99.000","-99.000","-99.000","23.800","","18.000",""
"C0M820","2020-04-02 13:00:00","980.000","46.000","0.500","23.200","0.510","908.500","","0.500","-99.000","-99.000","-99.000","23.200","","17.200",""
"C0G870","2020-04-02 13:00:00","12.000","5.000","2.500","22.000","0.750","1016.200","","1.500","-99.000","-99.000","-99.000","22.000","","17.300",""
"C0R530","2020-04-02 13:00:00","16.000","131.000","2.100","22.500","0.790","1015.600","","0.000","-99.000","-99.000","-99.000","24.200","","21.000",""
"C0O840","2020-04-02 13:00:00","134.000","251.000","0.800","21.700","0.920","999.900","","0.000","-99.000","-99.000","-99.000","21.700","","16.600",""
"C0A890","2020-04-02 13:00:00","40.000","0.000","0.000","19.000","0.960","1013.900","","13.000","-99.000","-99.000","-99.000","19.000","","14.600",""
"C0A660","2020-04-02 13:00:00","97.000","36.000","0.400","18.100","0.940","1007.700","","14.500","5.500","36.000","","18.300","","15.000",""
"C0T9H0","2020-04-02 13:00:00","725.000","108.000","1.500","16.600","0.990","937.800","","1.500","-99.000","-99.000","-99.000","18.300","","13.000",""
"C0R270","2020-04-02 13:00:00","51.000","139.000","1.600","23.700","0.890","1010.500","","0.000","-99.000","-99.000","-99.000","23.700","","20.900",""
"C0O980","2020-04-02 13:00:00","18.000","55.000","1.000","23.200","0.800","1016.200","","0.000","-99.000","-99.000","-99.000","24.000","","17.900",""
"C0T9I0","2020-04-02 13:00:00","152.000","38.000","2.100","21.500","0.730","1002.300","","0.500","-99.000","-99.000","-99.000","23.000","","16.000",""
"C0V760","2020-04-02 13:00:00","30.000","139.000","1.200","23.700","0.780","1014.300","","0.000","-99.000","-99.000","-99.000","23.700","","19.900",""
"C0AG90","2020-04-02 13:00:00","25.000","69.000","2.800","21.100","0.860","1016.400","","14.000","-99.000","-99.000","-99.000","21.100","","17.000",""
"C0R570","2020-04-02 13:00:00","37.000","48.000","1.700","23.000","0.880","1011.900","","0.500","-99.000","-99.000","-99.000","24.000","","21.100",""
"C0O900","2020-04-02 13:00:00","9.000","360.000","1.300","22.500","0.990","1016.400","","1.000","-99.000","-99.000","-99.000","22.500","","17.600",""
"C0AD00","2020-04-02 13:00:00","86.000","78.000","2.200","18.700","0.900","1008.400","","16.500","7.700","75.000","","20.400","","16.300",""
"C0V700","2020-04-02 13:00:00","24.000","157.000","1.400","23.300","0.790","1013.900","","0.000","-99.000","-99.000","-99.000","23.400","","20.600",""
"C0AH00","2020-04-02 13:00:00","38.000","11.000","2.300","19.200","0.960","1014.400","","15.000","-99.000","-99.000","-99.000","19.400","","16.200",""
"C0X080","2020-04-02 13:00:00","2.000","353.000","2.300","22.800","0.810","1016.600","","0.000","-99.000","-99.000","-99.000","22.800","","17.600",""
"C0G910","2020-04-02 13:00:00","42.000","338.000","3.600","22.400","0.850","1010.600","","5.500","-99.000","-99.000","-99.000","22.600","","17.400",""
"C0I480","2020-04-02 13:00:00","2165.000","148.000","0.300","11.700","0.990","791.800","","17.000","-99.000","-99.000","-99.000","12.500","","9.800",""
"C0A860","2020-04-02 13:00:00","362.000","30.000","1.800","16.100","1.000","977.200","","21.000","-99.000","-99.000","-99.000","16.800","","13.600",""
"C0U940","2020-04-02 13:00:00","25.000","18.000","0.800","20.500","0.770","1017.000","","3.000","-99.000","-99.000","-99.000","22.300","","15.200",""
"C0S970","2020-04-02 13:00:00","19.000","82.000","4.200","23.300","0.700","1016.500","","0.000","-99.000","-99.000","-99.000","23.400","","20.200",""
"C0V260","2020-04-02 13:00:00","126.000","226.000","3.500","25.600","0.720","1002.700","","0.000","-99.000","-99.000","-99.000","25.700","","19.900",""
"C0H990","2020-04-02 13:00:00","3076.000","198.000","4.800","6.300","0.990","708.300","","16.500","-99.000","-99.000","-99.000","8.500","","5.500",""
"C0F9K0","2020-04-02 13:00:00","30.000","33.000","2.800","20.400","0.850","1012.400","","18.000","-99.000","-99.000","-99.000","20.400","","16.800",""
"C0AH90","2020-04-02 13:00:00","660.000","61.000","0.700","14.500","0.990","946.200","","9.500","-99.000","-99.000","-99.000","15.700","","12.100",""
"C0W150","2020-04-02 13:00:00","42.000","46.000","4.500","19.100","0.720","1015.700","","5.000","-99.000","-99.000","-99.000","19.100","","13.700",""
"C0F000","2020-04-02 13:00:00","273.000","5.000","2.200","18.900","0.990","982.700","","8.500","-99.000","-99.000","-99.000","19.500","","15.100",""
"C0K410","2020-04-02 13:00:00","20.000","320.000","1.800","22.000","0.820","1013.300","","1.500","-99.000","-99.000","-99.000","22.000","","17.200",""
"C0V800","2020-04-02 13:00:00","256.000","144.000","1.100","23.600","0.830","986.300","","1.000","-99.000","-99.000","-99.000","24.300","","20.800",""
"C0S830","2020-04-02 13:00:00","288.000","94.000","1.700","21.100","0.820","987.400","","0.000","-99.000","-99.000","-99.000","23.800","","17.000",""
"C0S920","2020-04-02 13:00:00","98.000","132.000","1.100","23.800","0.690","1002.900","","0.000","-99.000","-99.000","-99.000","23.800","","19.100",""
"C0V640","2020-04-02 13:00:00","35.000","126.000","0.700","24.300","0.750","1013.100","","0.000","-99.000","-99.000","-99.000","24.600","","19.200",""
"C0AH80","2020-04-02 13:00:00","68.000","29.000","3.300","19.600","0.880","1010.300","","10.500","-99.000","-99.000","-99.000","20.400","","15.700",""
"C0K250","2020-04-02 13:00:00","12.000","344.000","1.900","22.100","0.830","1015.400","","0.500","-99.000","-99.000","-99.000","22.100","","16.700",""
"C0R840","2020-04-02 13:00:00","536.000","50.000","4.400","18.600","-99.000","957.700","","0.000","-99.000","-99.000","-99.000","18.600","","16.100",""
"C0I410","2020-04-02 13:00:00","180.000","16.000","3.400","23.100","0.760","995.000","","5.000","-99.000","-99.000","-99.000","23.100","","16.200",""
"C0M410","2020-04-02 13:00:00","245.000","171.000","2.200","23.700","0.740","984.900","","1.000","-99.000","-99.000","-99.000","23.900","","19.800",""
"C0F9Z0","2020-04-02 13:00:00","3193.000","159.000","2.100","6.600","0.990","698.200","","0.000","-99.000","-99.000","-99.000","7.600","","3.700",""
"C0U650","2020-04-02 13:00:00","442.000","332.000","1.000","16.700","0.910","968.600","","4.500","-99.000","-99.000","-99.000","17.500","","13.100",""
"C0D660","2020-04-02 13:00:00","65.000","108.000","1.800","19.600","0.850","1010.200","","21.000","-99.000","-99.000","-99.000","19.600","","15.800",""
"C0E540","2020-04-02 13:00:00","32.000","77.000","1.400","20.200","0.910","1014.400","","12.000","-99.000","-99.000","-99.000","20.200","","16.200",""
"C0W170","2020-04-02 13:00:00","42.000","10.000","7.000","13.400","0.840","1015.200","","0.000","12.600","25.000","","15.000","","13.100",""
"C0Z150","2020-04-02 13:00:00","27.000","124.000","3.100","21.400","0.860","1016.200","","0.000","-99.000","-99.000","-99.000","21.500","","17.700",""
"C0S840","2020-04-02 13:00:00","22.000","55.000","2.600","23.600","0.740","1018.100","","0.000","-99.000","-99.000","-99.000","23.600","","20.500",""
"C0H9A0","2020-04-02 13:00:00","1595.000","156.000","1.000","18.000","0.780","849.600","","4.500","-99.000","-99.000","-99.000","18.000","","12.300",""
"C0Z300","2020-04-02 13:00:00","182.000","335.000","0.700","23.200","0.780","998.900","","0.000","-99.000","-99.000","-99.000","23.200","","16.500",""
"C0G730","2020-04-02 13:00:00","27.000","356.000","3.500","21.300","0.930","1014.200","","3.000","-99.000","-99.000","-99.000","21.300","","16.600",""
"C0SA00","2020-04-02 13:00:00","466.000","114.000","1.500","21.200","0.820","965.700","","0.000","-99.000","-99.000","-99.000","22.300","","16.300",""
"C0S900","2020-04-02 13:00:00","27.000","339.000","1.300","23.900","0.760","1016.600","","3.000","-99.000","-99.000","-99.000","24.400","","21.000",""
"C0C480","2020-04-02 13:00:00","105.000","124.000","0.800","21.100","0.750","1005.600","","15.500","-99.000","-99.000","-99.000","21.400","","15.500",""
"C0V720","2020-04-02 13:00:00","15.000","52.000","0.800","24.800","0.760","1015.900","","0.000","-99.000","-99.000","-99.000","25.000","","21.500",""
"C0UA60","2020-04-02 13:00:00","566.000","172.000","2.700","17.400","0.930","953.700","","2.000","-99.000","-99.000","-99.000","20.000","","13.600",""
"C0A980","2020-04-02 13:00:00","11.000","67.000","0.500","21.300","0.760","1017.500","","12.000","-99.000","-99.000","-99.000","23.000","","16.500",""
"C0C670","2020-04-02 13:00:00","250.000","119.000","1.500","17.800","0.910","989.300","","18.000","-99.000","-99.000","-99.000","18.100","","14.500",""
"C0K550","2020-04-02 13:00:00","15.000","331.000","1.700","21.900","0.870","1015.100","","3.500","-99.000","-99.000","-99.000","21.900","","17.200",""
"C0R350","2020-04-02 13:00:00","35.000","57.000","4.300","23.100","0.780","1014.300","","0.000","-99.000","-99.000","-99.000","23.600","","21.500",""
"C0T9F0","2020-04-02 13:00:00","251.000","145.000","0.400","20.300","0.900","989.900","","3.500","-99.000","-99.000","-99.000","22.300","","15.700",""
"C0D390","2020-04-02 13:00:00","146.000","0.000","0.000","18.500","0.920","999.500","","14.500","-99.000","-99.000","-99.000","18.600","","15.200",""
"C0E430","2020-04-02 13:00:00","258.000","357.000","1.300","17.600","0.930","991.300","","16.000","-99.000","-99.000","-99.000","18.000","","14.100",""
"C0O990","2020-04-02 13:00:00","18.000","195.000","0.900","24.300","0.790","1014.700","","0.000","-99.000","-99.000","-99.000","24.300","","18.400",""
"CM0010","2020-04-02 13:00:00","68.000","41.000","3.100","19.400","0.800","1011.400","","14.500","-99.000","-99.000","-99.000","19.900","","16.300",""
"C0K500","2020-04-02 13:00:00","12.000","348.000","4.100","22.000","0.830","1014.000","","1.000","-99.000","-99.000","-99.000","22.200","","17.000",""
"C0X260","2020-04-02 13:00:00","39.000","205.000","0.500","21.700","0.880","1012.800","","1.500","-99.000","-99.000","-99.000","22.000","","17.200",""
"C0ACA0","2020-04-02 13:00:00","25.000","83.000","1.800","21.200","0.760","1014.200","","12.500","-99.000","-99.000","-99.000","21.200","","16.500",""
"C0X180","2020-04-02 13:00:00","62.000","267.000","0.600","22.800","0.980","1008.900","","1.500","-99.000","-99.000","-99.000","22.800","","18.000",""
"C0F930","2020-04-02 13:00:00","100.000","4.000","0.400","21.600","0.920","1005.000","","19.000","-99.000","-99.000","-99.000","21.600","","17.000",""
"C0I010","2020-04-02 13:00:00","1562.000","0.000","0.000","15.800","0.970","851.800","","8.000","-99.000","-99.000","-99.000","16.300","","12.600",""
"C0R190","2020-04-02 13:00:00","32.000","201.000","1.100","24.300","0.900","1013.000","","0.500","-99.000","-99.000","-99.000","24.300","","21.100",""
"C0E420","2020-04-02 13:00:00","19.000","143.000","1.200","18.900","0.880","1013.500","","15.500","-99.000","-99.000","-99.000","19.100","","15.700",""
"C0I460","2020-04-02 13:00:00","110.000","22.000","3.600","23.300","0.810","1003.800","","9.500","-99.000","-99.000","-99.000","23.300","","17.300",""
"C0A9F0","2020-04-02 13:00:00","35.000","87.000","3.000","20.300","0.810","1015.300","","13.500","-99.000","-99.000","-99.000","21.900","","16.500",""
"C0F9A0","2020-04-02 13:00:00","425.000","352.000","1.000","24.400","0.830","968.500","","12.000","-99.000","-99.000","-99.000","24.400","","16.100",""
"C0O950","2020-04-02 13:00:00","4.000","15.000","0.700","23.100","0.840","1015.900","","0.000","-99.000","-99.000","-99.000","23.100","","18.400",""
"C0M760","2020-04-02 13:00:00","40.000","10.000","0.300","23.200","0.780","1012.200","","0.500","-99.000","-99.000","-99.000","23.200","","17.600",""
"C0AH70","2020-04-02 13:00:00","34.000","71.000","2.100","20.900","0.680","1015.000","","14.500","8.500","90.000","","21.300","","16.700",""
"C0V250","2020-04-02 13:00:00","298.000","204.000","1.200","24.500","0.760","982.500","","0.000","-99.000","-99.000","-99.000","24.700","","20.000",""
"C0U980","2020-04-02 13:00:00","573.000","117.000","0.300","15.200","1.000","954.800","","7.000","-99.000","-99.000","-99.000","16.000","","12.300",""
"C0S740","2020-04-02 13:00:00","289.000","200.000","2.400","22.300","0.780","986.600","","0.000","-99.000","-99.000","-99.000","22.300","","16.000",""
"C0A940","2020-04-02 13:00:00","49.000","70.000","0.700","17.300","0.990","1013.900","","17.000","-99.000","-99.000","-99.000","17.600","","15.800",""
"C0A920","2020-04-02 13:00:00","196.000","101.000","3.100","16.700","0.980","994.900","","19.000","-99.000","-99.000","-99.000","17.100","","15.000",""
"C0T870","2020-04-02 13:00:00","135.000","58.000","0.500","19.900","0.890","1003.000","","0.500","-99.000","-99.000","-99.000","22.200","","16.200",""
"C0O930","2020-04-02 13:00:00","69.000","192.000","0.600","23.600","0.880","1008.800","","0.000","-99.000","-99.000","-99.000","23.800","","18.400",""
"C0AI40","2020-04-02 13:00:00","37.000","122.000","2.700","20.700","0.760","1014.500","","12.000","-99.000","-99.000","-99.000","21.600","","17.300",""
"C0C460","2020-04-02 13:00:00","482.000","0.000","0.000","16.700","0.970","963.900","","11.500","-99.000","-99.000","-99.000","18.100","","13.400",""
"C0T9D0","2020-04-02 13:00:00","7.000","77.000","0.300","21.900","0.830","1018.800","","2.000","-99.000","-99.000","-99.000","22.800","","17.500",""
