"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V360","2020-04-02 01:00:00","94.000","0.000","0.200","19.500","0.760","1005.200","","0.000","-99.000","-99.000","-99.000","19.700","","19.500",""
"C0K510","2020-04-02 01:00:00","10.000","4.000","2.100","17.500","0.770","1014.400","","0.000","-99.000","-99.000","-99.000","17.700","","17.500",""
"C0D650","2020-04-02 01:00:00","97.000","57.000","4.600","16.400","0.750","1006.400","","0.000","10.100","38.000","","16.400","","16.200",""
"C0V630","2020-04-02 01:00:00","19.000","13.000","2.200","19.800","0.700","1013.900","","0.000","-99.000","-99.000","-99.000","20.100","","19.800",""
"C0U910","2020-04-02 01:00:00","17.000","317.000","1.800","16.700","0.870","1018.500","","0.000","-99.000","-99.000","-99.000","16.700","","16.600",""
"C0U600","2020-04-02 01:00:00","10.000","325.000","0.400","16.200","0.990","1019.000","","0.000","-99.000","-99.000","-99.000","16.200","","16.200",""
"C0G820","2020-04-02 01:00:00","29.000","0.000","0.200","17.800","0.810","1012.200","","0.000","-99.000","-99.000","-99.000","18.000","","17.800",""
"C0R590","2020-04-02 01:00:00","72.000","35.000","1.300","21.900","0.880","1007.500","","0.000","-99.000","-99.000","-99.000","22.600","","21.900",""
"C0A9E0","2020-04-02 01:00:00","26.000","107.000","1.300","17.600","0.720","1017.100","","0.000","-99.000","-99.000","-99.000","17.600","","17.500",""
"C0R480","2020-04-02 01:00:00","57.000","42.000","0.400","23.200","0.760","1008.600","","0.000","-99.000","-99.000","-99.000","23.300","","23.100",""
"C0X300","2020-04-02 01:00:00","70.000","17.000","0.700","18.200","0.810","1007.900","","0.000","-99.000","-99.000","-99.000","18.500","","18.200",""
"C0U970","2020-04-02 01:00:00","7.000","272.000","1.200","16.600","0.850","1021.000","","0.000","-99.000","-99.000","-99.000","16.600","","16.500",""
"C0R340","2020-04-02 01:00:00","230.000","25.000","2.200","18.200","0.970","990.700","","0.000","7.500","360.000","","18.500","","18.200",""
"C0M750","2020-04-02 01:00:00","10.000","44.000","2.600","17.900","0.750","1014.900","","0.000","-99.000","-99.000","-99.000","18.100","","17.900",""
"C0I110","2020-04-02 01:00:00","161.000","56.000","1.700","19.000","0.790","998.400","","0.000","-99.000","-99.000","-99.000","19.100","","19.000",""
"C0V370","2020-04-02 01:00:00","74.000","312.000","0.500","19.600","0.830","1008.200","","0.000","-99.000","-99.000","-99.000","20.000","","19.500",""
"C0C690","2020-04-02 01:00:00","242.000","131.000","1.600","15.200","0.760","990.200","","0.000","-99.000","-99.000","-99.000","15.200","","15.000",""
"C0A540","2020-04-02 01:00:00","401.000","0.000","0.000","13.600","0.990","972.700","","0.000","-99.000","-99.000","-99.000","13.600","","13.400",""
"C0SA60","2020-04-02 01:00:00","6.000","15.000","0.900","19.600","0.830","1018.000","","0.000","-99.000","-99.000","-99.000","19.700","","19.600",""
"C0H950","2020-04-02 01:00:00","192.000","293.000","0.400","17.700","0.850","994.200","","0.000","-99.000","-99.000","-99.000","17.900","","17.600",""
"C0O960","2020-04-02 01:00:00","112.000","344.000","1.300","18.600","0.820","1002.600","","0.000","-99.000","-99.000","-99.000","19.000","","18.600",""
"C0E880","2020-04-02 01:00:00","507.000","52.000","3.500","12.600","0.990","958.300","","0.000","-99.000","-99.000","-99.000","12.700","","12.500",""
"C0AH10","2020-04-02 01:00:00","30.000","110.000","4.200","17.300","1.000","1015.900","","0.000","-99.000","-99.000","-99.000","17.300","","17.200",""
"C0R680","2020-04-02 01:00:00","13.000","38.000","3.800","20.900","0.900","1016.100","","0.000","9.800","60.000","","21.100","","20.900",""
"C0X210","2020-04-02 01:00:00","38.000","1.000","1.100","18.300","0.820","1010.100","","0.000","-99.000","-99.000","-99.000","18.400","","18.300",""
"C0D430","2020-04-02 01:00:00","87.000","0.000","0.000","16.300","0.840","1006.600","","0.000","-99.000","-99.000","-99.000","16.300","","16.100",""
"C0AD30","2020-04-02 01:00:00","20.000","106.000","4.100","17.900","0.710","1014.800","","0.000","-99.000","-99.000","-99.000","17.900","","17.800",""
"C0R240","2020-04-02 01:00:00","87.000","235.000","0.400","23.400","0.780","1005.200","","0.000","-99.000","-99.000","-99.000","23.400","","23.200",""
"C0AI30","2020-04-02 01:00:00","26.000","90.000","6.000","17.500","0.860","1017.300","","0.000","-99.000","-99.000","-99.000","17.600","","17.500",""
"C0U960","2020-04-02 01:00:00","1885.000","203.000","2.700","7.800","0.990","816.300","","0.000","-99.000","-99.000","-99.000","8.200","","7.800",""
"C0T9E0","2020-04-02 01:00:00","415.000","9.000","0.900","14.700","0.980","973.500","","0.500","-99.000","-99.000","-99.000","14.800","","14.700",""
"C0D550","2020-04-02 01:00:00","1956.000","171.000","0.500","13.500","0.910","813.000","","0.000","-99.000","-99.000","-99.000","13.700","","13.300",""
"C0C630","2020-04-02 01:00:00","209.000","43.000","2.400","15.900","0.780","993.700","","0.000","-99.000","-99.000","-99.000","15.900","","15.500",""
"C0F9A0","2020-04-02 02:00:00","425.000","226.000","0.600","17.300","0.850","967.000","","0.000","-99.000","-99.000","-99.000","18.400","","17.000",""
"C0O950","2020-04-02 02:00:00","4.000","1.000","0.600","18.500","0.840","1014.000","","0.000","-99.000","-99.000","-99.000","19.400","","18.500",""
"C0M760","2020-04-02 02:00:00","40.000","327.000","1.600","17.800","0.800","1011.200","","0.000","-99.000","-99.000","-99.000","18.200","","17.800",""
"C0AH70","2020-04-02 02:00:00","34.000","80.000","2.700","17.300","0.750","1015.200","","0.000","-99.000","-99.000","-99.000","17.500","","17.100",""
"C0V250","2020-04-02 02:00:00","298.000","11.000","1.500","22.400","0.830","980.600","","0.000","-99.000","-99.000","-99.000","22.600","","22.400",""
"C0U980","2020-04-02 02:00:00","573.000","157.000","2.000","12.800","1.000","954.500","","0.500","-99.000","-99.000","-99.000","12.800","","12.300",""
"C0S740","2020-04-02 02:00:00","289.000","38.000","1.500","16.200","0.980","987.100","","0.000","-99.000","-99.000","-99.000","16.300","","16.200",""
"C0A940","2020-04-02 02:00:00","49.000","72.000","1.300","16.300","0.870","1014.300","","0.000","-99.000","-99.000","-99.000","17.000","","16.200",""
"C0A920","2020-04-02 02:00:00","196.000","96.000","3.400","15.900","0.810","995.400","","0.000","9.900","103.000","","15.900","","15.700",""
"C0T870","2020-04-02 02:00:00","135.000","0.000","0.000","16.300","0.990","1004.000","","0.000","-99.000","-99.000","-99.000","16.500","","16.300",""
"C0O930","2020-04-02 02:00:00","69.000","0.000","0.000","19.000","0.960","1006.900","","0.000","-99.000","-99.000","-99.000","20.100","","18.900",""
"C0AI40","2020-04-02 02:00:00","37.000","79.000","3.500","18.200","0.700","1014.700","","0.000","9.300","58.000","","18.300","","18.000",""
"C0C460","2020-04-02 02:00:00","482.000","0.000","0.000","13.900","0.940","962.000","","0.000","-99.000","-99.000","-99.000","13.900","","13.400",""
"C0T9D0","2020-04-02 02:00:00","7.000","0.000","0.100","17.700","0.930","1019.700","","0.000","-99.000","-99.000","-99.000","17.900","","17.700",""
"C0I390","2020-04-02 02:00:00","1184.000","0.000","0.000","17.000","0.990","888.200","","0.000","-99.000","-99.000","-99.000","17.000","","16.500",""
"C0B020","2020-04-02 02:00:00","86.000","341.000","2.300","17.600","0.780","1007.800","","0.000","11.200","108.000","","17.700","","17.000",""
"CM0170","2020-04-02 02:00:00","106.000","256.000","2.000","17.500","0.850","1004.600","","0.000","-99.000","-99.000","-99.000","18.000","","17.500",""
"C0F860","2020-04-02 02:00:00","2215.000","212.000","1.000","12.600","1.000","783.500","","0.000","-99.000","-99.000","-99.000","12.800","","12.300",""
"C0U890","2020-04-02 02:00:00","116.000","285.000","1.500","15.900","0.990","1007.400","","0.000","-99.000","-99.000","-99.000","16.000","","15.900",""
"C0G800","2020-04-02 02:00:00","15.000","31.000","3.700","17.000","0.850","1014.100","","0.000","-99.000","-99.000","-99.000","17.100","","16.800",""
"C0F850","2020-04-02 02:00:00","379.000","0.000","0.000","16.600","0.920","972.100","","0.000","-99.000","-99.000","-99.000","16.600","","16.200",""
"C0AH50","2020-04-02 02:00:00","275.000","92.000","4.600","14.600","0.990","985.800","","0.000","11.000","91.000","","15.100","","14.600",""
"C0Z160","2020-04-02 02:00:00","124.000","0.000","0.100","17.000","0.940","1008.500","","0.000","-99.000","-99.000","-99.000","17.400","","17.000",""
"C0R540","2020-04-02 02:00:00","17.000","0.000","0.100","24.400","0.760","1012.900","","0.000","-99.000","-99.000","-99.000","24.600","","24.000",""
"C0K480","2020-04-02 02:00:00","56.000","339.000","3.700","17.100","0.980","1009.000","","0.000","-99.000","-99.000","-99.000","17.300","","17.000",""
"C0H890","2020-04-02 02:00:00","440.000","0.000","0.200","20.400","0.830","964.900","","0.000","-99.000","-99.000","-99.000","20.800","","20.400",""
"C0S770","2020-04-02 02:00:00","375.000","63.000","0.700","17.200","0.920","975.200","","0.000","5.800","1.000","","17.400","","17.200",""
"C0X230","2020-04-02 02:00:00","29.000","343.000","1.900","17.200","0.800","1013.300","","0.000","-99.000","-99.000","-99.000","17.900","","17.200",""
"C0B010","2020-04-02 02:00:00","38.000","44.000","2.400","16.300","0.970","1012.800","","0.000","-99.000","-99.000","-99.000","16.700","","16.200",""
"C0R490","2020-04-02 02:00:00","49.000","48.000","0.500","22.400","0.760","1008.900","","0.000","-99.000","-99.000","-99.000","23.700","","22.300",""
"C0V440","2020-04-02 02:00:00","27.000","286.000","0.800","-99.000","0.800","1011.600","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA40","2020-04-02 02:00:00","200.000","326.000","1.200","17.200","0.920","996.500","","0.000","-99.000","-99.000","-99.000","17.600","","17.200",""
"C0Z280","2020-04-02 02:00:00","224.000","0.000","0.000","16.400","0.990","995.300","","0.000","-99.000","-99.000","-99.000","16.700","","16.400",""
"C0Z070","2020-04-02 02:00:00","247.000","352.000","2.000","15.600","0.990","990.300","","0.000","-99.000","-99.000","-99.000","15.900","","15.600",""
"CM0180","2020-04-02 02:00:00","313.000","0.000","0.000","21.400","0.880","980.300","","0.000","-99.000","-99.000","-99.000","22.100","","21.200",""
"C0T9N0","2020-04-02 02:00:00","261.000","32.000","1.500","16.300","0.970","989.600","","0.000","-99.000","-99.000","-99.000","16.400","","16.200",""
"C0K470","2020-04-02 02:00:00","97.000","303.000","1.800","17.600","0.920","1004.400","","0.000","-99.000","-99.000","-99.000","18.100","","17.600",""
"C0R720","2020-04-02 02:00:00","214.000","14.000","7.100","19.700","0.880","993.200","","0.000","-99.000","-99.000","-99.000","19.700","","19.100",""
"C0V650","2020-04-02 02:00:00","28.000","37.000","3.000","20.000","0.750","1014.000","","0.000","-99.000","-99.000","-99.000","21.100","","20.000",""
"C0H9C0","2020-04-02 02:00:00","3402.000","303.000","0.900","5.700","1.000","678.700","","0.500","-99.000","-99.000","-99.000","5.900","","5.500",""
"C0U780","2020-04-02 02:00:00","15.000","252.000","1.500","16.100","0.990","1018.600","","0.000","-99.000","-99.000","-99.000","16.300","","16.100",""
"C0U760","2020-04-02 02:00:00","22.000","0.000","0.000","16.800","0.990","1019.000","","0.000","-99.000","-99.000","-99.000","17.000","","16.800",""
"C0E830","2020-04-02 02:00:00","37.000","19.000","2.300","16.900","0.740","1012.200","","0.000","-99.000","-99.000","-99.000","16.900","","16.800",""
"C0K330","2020-04-02 02:00:00","38.000","339.000","2.400","17.100","0.850","1011.000","","0.000","-99.000","-99.000","-99.000","17.700","","17.100",""
"C0M660","2020-04-02 02:00:00","40.000","336.000","3.400","17.200","0.810","1011.600","","0.000","-99.000","-99.000","-99.000","17.600","","17.200",""
"C0D580","2020-04-02 02:00:00","120.000","0.000","0.000","15.800","0.870","1002.600","","0.000","-99.000","-99.000","-99.000","15.900","","15.700",""
"C0R640","2020-04-02 02:00:00","21.000","38.000","1.000","23.900","0.800","1012.800","","0.000","-99.000","-99.000","-99.000","24.400","","23.900",""
"C0E810","2020-04-02 02:00:00","53.000","360.000","1.700","15.700","0.900","1011.000","","0.000","-99.000","-99.000","-99.000","16.100","","15.300",""
"C0G830","2020-04-02 02:00:00","27.000","349.000","2.500","17.000","1.000","1011.200","","0.000","-99.000","-99.000","-99.000","17.300","","16.900",""
"C0A550","2020-04-02 02:00:00","422.000","0.000","0.000","13.600","1.000","971.300","","0.000","-99.000","-99.000","-99.000","13.600","","13.100",""
"C0G750","2020-04-02 02:00:00","31.000","356.000","2.300","17.100","0.780","1013.100","","-99.000","-99.000","-99.000","-99.000","17.300","","16.900",""
"C0Z270","2020-04-02 02:00:00","343.000","255.000","0.300","15.100","0.990","980.600","","0.000","-99.000","-99.000","-99.000","15.300","","15.100",""
"C0UA30","2020-04-02 02:00:00","1397.000","266.000","1.100","8.500","1.000","863.600","","0.000","-99.000","-99.000","-99.000","8.800","","8.500",""
"C0I080","2020-04-02 02:00:00","536.000","0.000","0.000","19.100","0.890","957.200","","0.000","-99.000","-99.000","-99.000","19.100","","18.000",""
"C0UA00","2020-04-02 02:00:00","392.000","216.000","0.400","13.800","0.970","975.400","","0.500","-99.000","-99.000","-99.000","13.800","","13.600",""
"C0AD40","2020-04-02 02:00:00","32.000","32.000","3.700","17.100","0.790","1014.300","","0.000","-99.000","-99.000","-99.000","17.100","","16.600",""
"C0G900","2020-04-02 02:00:00","20.000","22.000","3.000","17.800","0.810","1012.900","","0.000","-99.000","-99.000","-99.000","17.900","","17.600",""
"C0S660","2020-04-02 02:00:00","794.000","0.000","0.200","14.500","1.000","930.900","","0.000","-99.000","-99.000","-99.000","14.600","","14.400",""
"C0M640","2020-04-02 02:00:00","155.000","320.000","1.300","17.700","0.850","997.000","","0.000","-99.000","-99.000","-99.000","18.400","","17.700",""
"C0R660","2020-04-02 02:00:00","20.000","0.000","0.100","24.100","0.740","1013.500","","0.000","-99.000","-99.000","-99.000","24.400","","24.100",""
"C0UA10","2020-04-02 02:00:00","1711.000","0.000","0.100","7.500","1.000","834.200","","0.500","-99.000","-99.000","-99.000","7.500","","7.200",""
"C0V770","2020-04-02 02:00:00","26.000","307.000","0.400","20.800","0.720","1012.200","","0.000","-99.000","-99.000","-99.000","21.400","","20.700",""
"C0E730","2020-04-02 02:00:00","26.000","43.000","0.800","17.100","0.760","1012.300","","0.000","-99.000","-99.000","-99.000","17.100","","16.900",""
"C0V810","2020-04-02 02:00:00","32.000","331.000","0.500","20.800","0.770","1010.600","","0.000","-99.000","-99.000","-99.000","21.600","","20.800",""
"C0A9C0","2020-04-02 02:00:00","35.000","73.000","2.800","17.800","0.770","1014.900","","0.500","14.300","146.000","","17.800","","17.400",""
"C0X310","2020-04-02 02:00:00","9.000","26.000","3.100","18.200","0.760","1015.100","","0.000","-99.000","-99.000","-99.000","18.900","","18.200",""
"C0K280","2020-04-02 02:00:00","23.000","357.000","2.900","17.700","0.770","1015.300","","0.000","-99.000","-99.000","-99.000","17.800","","17.400",""
"C0M650","2020-04-02 02:00:00","20.000","345.000","2.400","17.200","0.800","1013.800","","0.000","-99.000","-99.000","-99.000","17.700","","17.200",""
"C0S910","2020-04-02 02:00:00","212.000","76.000","1.200","20.700","0.990","994.400","","0.000","8.400","136.000","","20.700","","20.200",""
"C0D570","2020-04-02 02:00:00","15.000","11.000","0.600","17.200","0.810","1015.300","","0.000","-99.000","-99.000","-99.000","17.200","","16.700",""
"C0M710","2020-04-02 02:00:00","15.000","6.000","3.000","17.600","0.780","1014.300","","0.000","-99.000","-99.000","-99.000","18.000","","17.500",""
"C0V490","2020-04-02 02:00:00","20.000","348.000","1.500","22.300","0.700","1013.200","","0.000","-99.000","-99.000","-99.000","22.600","","21.900",""
"C0E870","2020-04-02 02:00:00","34.000","27.000","1.000","17.000","0.760","1014.800","","0.000","-99.000","-99.000","-99.000","17.000","","16.900",""
"C0M800","2020-04-02 02:00:00","440.000","0.000","0.000","20.500","0.960","965.600","","0.000","-99.000","-99.000","-99.000","21.000","","20.400",""
"C0A570","2020-04-02 02:00:00","360.000","0.000","0.000","14.200","0.980","977.800","","0.000","-99.000","-99.000","-99.000","14.200","","13.800",""
"C0S790","2020-04-02 02:00:00","236.000","358.000","0.900","17.100","0.950","993.100","","0.000","-99.000","-99.000","-99.000","17.500","","17.100",""
"C0D590","2020-04-02 02:00:00","143.000","50.000","3.800","16.000","0.820","1000.900","","0.000","9.000","32.000","","16.100","","15.800",""
"C0U990","2020-04-02 02:00:00","31.000","246.000","0.300","16.600","0.890","1017.300","","0.000","-99.000","-99.000","-99.000","16.700","","16.600",""
"C0M700","2020-04-02 02:00:00","150.000","338.000","0.600","17.600","0.870","998.800","","0.000","-99.000","-99.000","-99.000","18.600","","17.600",""
"C0A970","2020-04-02 02:00:00","96.000","335.000","1.100","16.600","0.990","1009.300","","0.000","-99.000","-99.000","-99.000","16.600","","16.200",""
"CM0110","2020-04-02 02:00:00","7.000","46.000","3.600","17.600","0.700","1015.500","","-99.000","-99.000","-99.000","-99.000","17.600","","17.400",""
"C0S940","2020-04-02 02:00:00","150.000","3.000","0.800","17.800","0.940","1001.400","","0.000","-99.000","-99.000","-99.000","18.100","","17.700",""
"C0X250","2020-04-02 02:00:00","33.000","308.000","1.300","17.900","0.770","1011.700","","0.000","-99.000","-99.000","-99.000","18.200","","17.900",""
"C0K520","2020-04-02 02:00:00","10.000","16.000","1.800","17.400","0.780","1013.700","","0.000","-99.000","-99.000","-99.000","17.700","","17.200",""
"C0Z200","2020-04-02 02:00:00","153.000","0.000","0.000","16.600","0.990","1003.000","","0.500","-99.000","-99.000","-99.000","16.800","","16.500",""
"C0V740","2020-04-02 02:00:00","60.000","316.000","1.400","21.200","0.780","1009.300","","0.000","-99.000","-99.000","-99.000","21.800","","21.100",""
"C0G860","2020-04-02 02:00:00","45.000","331.000","1.300","18.500","0.750","1009.700","","0.000","-99.000","-99.000","-99.000","19.100","","18.500",""
"C0F0A0","2020-04-02 02:00:00","3587.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z250","2020-04-02 02:00:00","1124.000","0.000","0.000","12.300","0.990","893.500","","0.500","-99.000","-99.000","-99.000","12.300","","12.100",""
"C0K440","2020-04-02 02:00:00","35.000","333.000","3.500","16.700","0.930","1011.900","","0.000","-99.000","-99.000","-99.000","17.100","","16.600",""
"C0T900","2020-04-02 02:00:00","160.000","0.000","0.000","16.300","0.930","999.800","","0.000","-99.000","-99.000","-99.000","16.500","","16.300",""
"C0F9V0","2020-04-02 02:00:00","525.000","243.000","0.800","19.900","0.900","956.400","","0.000","-99.000","-99.000","-99.000","19.900","","16.300",""
"C0UA20","2020-04-02 02:00:00","2619.000","208.000","4.300","9.000","0.940","-99.000","","0.000","-99.000","-99.000","-99.000","9.200","","8.800",""
"C0M850","2020-04-02 02:00:00","695.000","0.000","0.000","18.800","0.990","936.500","","0.000","-99.000","-99.000","-99.000","19.100","","18.700",""
"C0C620","2020-04-02 02:00:00","19.000","70.000","2.100","17.000","0.910","1014.300","","1.000","-99.000","-99.000","-99.000","18.800","","17.000",""
"C0I360","2020-04-02 02:00:00","300.000","41.000","2.300","20.000","0.830","980.100","","0.000","-99.000","-99.000","-99.000","20.000","","19.000",""
"C0M810","2020-04-02 02:00:00","1354.000","248.000","0.500","16.000","0.990","867.600","","0.500","-99.000","-99.000","-99.000","16.300","","16.000",""
"C0AC80","2020-04-02 02:00:00","40.000","84.000","3.400","16.700","0.830","1013.900","","0.000","-99.000","-99.000","-99.000","16.700","","16.100",""
"CM0140","2020-04-02 02:00:00","26.000","41.000","1.000","20.200","0.760","1016.400","","0.000","-99.000","-99.000","-99.000","20.200","","19.800",""
"C0SA20","2020-04-02 02:00:00","857.000","3.000","1.900","13.900","1.000","921.900","","0.000","-99.000","-99.000","-99.000","14.100","","13.800",""
"C0K490","2020-04-02 02:00:00","91.000","309.000","0.700","17.300","0.810","1004.900","","0.000","-99.000","-99.000","-99.000","18.600","","17.300",""
"C0V820","2020-04-02 02:00:00","441.000","10.000","0.700","20.400","0.990","967.300","","0.000","-99.000","-99.000","-99.000","21.200","","20.300",""
"C0S810","2020-04-02 02:00:00","65.000","358.000","1.000","18.900","0.870","1013.600","","0.000","-99.000","-99.000","-99.000","19.300","","18.900",""
"C0R580","2020-04-02 02:00:00","10.000","322.000","1.300","23.800","0.810","1013.900","","0.000","-99.000","-99.000","-99.000","23.800","","23.300",""
"C0Z330","2020-04-02 02:00:00","488.000","0.000","0.000","15.200","0.990","965.400","","0.000","-99.000","-99.000","-99.000","15.300","","15.100",""
"C0E590","2020-04-02 02:00:00","40.000","22.000","1.700","16.300","0.800","1011.300","","0.000","-99.000","-99.000","-99.000","16.400","","16.200",""
"C0D540","2020-04-02 02:00:00","227.000","70.000","0.400","14.500","0.940","990.900","","0.000","-99.000","-99.000","-99.000","14.500","","14.400",""
"C0K420","2020-04-02 02:00:00","42.000","360.000","1.300","17.100","0.790","1010.800","","0.000","-99.000","-99.000","-99.000","17.300","","17.100",""
"C0Z180","2020-04-02 02:00:00","34.000","257.000","0.500","18.500","0.840","1016.000","","0.000","-99.000","-99.000","-99.000","18.500","","18.300",""
"C0AD10","2020-04-02 02:00:00","27.000","80.000","0.800","17.000","0.810","1014.700","","1.000","-99.000","-99.000","-99.000","17.400","","17.000",""
"C0M720","2020-04-02 02:00:00","225.000","293.000","0.800","18.500","0.830","988.900","","0.000","7.500","297.000","","19.400","","17.300",""
"C0V450","2020-04-02 02:00:00","51.000","37.000","0.500","21.900","0.730","1009.100","","0.000","-99.000","-99.000","-99.000","23.100","","21.900",""
"C0R280","2020-04-02 02:00:00","242.000","61.000","3.100","18.600","0.970","989.400","","0.000","9.600","73.000","","18.600","","18.300",""
"C0E610","2020-04-02 02:00:00","850.000","211.000","0.300","18.000","0.910","921.000","","0.000","-99.000","-99.000","-99.000","18.100","","13.700",""
"C0Z290","2020-04-02 02:00:00","946.000","0.000","0.000","12.700","1.000","913.300","","0.000","-99.000","-99.000","-99.000","12.900","","12.700",""
"C0V680","2020-04-02 02:00:00","40.000","343.000","0.700","21.400","0.760","1010.400","","0.000","-99.000","-99.000","-99.000","21.900","","21.400",""
"C0F9U0","2020-04-02 02:00:00","74.000","67.000","1.800","18.800","0.730","1007.100","","0.000","-99.000","-99.000","-99.000","18.900","","18.400",""
"C0AI10","2020-04-02 02:00:00","76.000","181.000","2.200","17.100","0.840","1009.100","","0.000","7.700","91.000","","17.100","","16.400",""
"C0V530","2020-04-02 02:00:00","34.000","34.000","0.900","19.000","0.800","1011.100","","0.000","-99.000","-99.000","-99.000","19.900","","19.000",""
"C0R550","2020-04-02 02:00:00","38.000","0.000","0.000","24.200","0.800","1011.500","","0.000","-99.000","-99.000","-99.000","24.300","","23.900",""
"C0F9L0","2020-04-02 02:00:00","253.000","29.000","1.400","16.500","0.860","986.400","","0.000","-99.000","-99.000","-99.000","16.900","","16.300",""
"C0A950","2020-04-02 02:00:00","60.000","150.000","3.500","17.900","0.870","1012.800","","0.000","-99.000","-99.000","-99.000","18.100","","17.700",""
"C0R160","2020-04-02 02:00:00","45.000","13.000","0.600","21.900","0.990","1009.300","","0.000","-99.000","-99.000","-99.000","22.500","","21.900",""
"C0F9S0","2020-04-02 02:00:00","43.000","8.000","2.400","18.500","0.730","1011.200","","0.000","-99.000","-99.000","-99.000","18.500","","18.000",""
"C0M820","2020-04-02 02:00:00","980.000","27.000","0.300","18.600","0.910","907.300","","0.000","-99.000","-99.000","-99.000","18.600","","18.200",""
"C0G870","2020-04-02 02:00:00","12.000","26.000","2.400","17.900","0.660","1015.300","","0.000","-99.000","-99.000","-99.000","18.000","","17.300",""
"C0R530","2020-04-02 02:00:00","16.000","0.000","0.200","24.000","0.700","1013.200","","0.000","-99.000","-99.000","-99.000","24.100","","23.600",""
"C0O840","2020-04-02 02:00:00","134.000","218.000","0.500","17.100","0.930","997.800","","0.000","-99.000","-99.000","-99.000","17.700","","17.100",""
"C0A890","2020-04-02 02:00:00","40.000","0.000","0.200","14.600","0.980","1014.400","","0.500","-99.000","-99.000","-99.000","14.800","","14.600",""
"C0A660","2020-04-02 02:00:00","97.000","0.000","0.100","15.100","0.940","1007.500","","0.000","-99.000","-99.000","-99.000","15.500","","15.000",""
"C0T9H0","2020-04-02 02:00:00","725.000","331.000","2.300","13.000","0.990","937.700","","0.000","-99.000","-99.000","-99.000","13.100","","13.000",""
"C0R270","2020-04-02 02:00:00","51.000","326.000","1.400","22.300","0.930","1008.100","","0.000","-99.000","-99.000","-99.000","23.000","","22.300",""
"C0O980","2020-04-02 02:00:00","18.000","56.000","0.700","18.200","0.840","1014.300","","0.000","-99.000","-99.000","-99.000","19.200","","18.200",""
"C0T9I0","2020-04-02 02:00:00","152.000","208.000","0.700","16.200","0.990","1003.100","","0.000","-99.000","-99.000","-99.000","16.600","","16.200",""
"C0V760","2020-04-02 02:00:00","30.000","29.000","2.000","20.400","0.750","1012.300","","0.000","-99.000","-99.000","-99.000","21.600","","20.400",""
"C0AG90","2020-04-02 02:00:00","25.000","37.000","1.400","17.600","0.870","1016.300","","0.000","-99.000","-99.000","-99.000","17.600","","17.400",""
"C0R570","2020-04-02 02:00:00","37.000","19.000","0.800","23.500","0.770","1009.700","","0.000","-99.000","-99.000","-99.000","24.000","","23.500",""
"C0O900","2020-04-02 02:00:00","9.000","28.000","0.400","18.100","0.990","1014.400","","0.000","-99.000","-99.000","-99.000","18.500","","18.100",""
"C0AD00","2020-04-02 02:00:00","86.000","87.000","2.900","17.500","0.780","1008.900","","0.000","-99.000","-99.000","-99.000","17.500","","17.400",""
"C0V700","2020-04-02 02:00:00","24.000","16.000","1.300","22.700","0.710","1011.700","","0.000","-99.000","-99.000","-99.000","22.900","","22.300",""
"C0AH00","2020-04-02 02:00:00","38.000","39.000","2.900","16.400","0.990","1014.500","","0.000","-99.000","-99.000","-99.000","16.900","","16.200",""
"C0X080","2020-04-02 02:00:00","2.000","42.000","1.700","17.600","0.810","1014.800","","0.000","-99.000","-99.000","-99.000","18.600","","17.600",""
"C0G910","2020-04-02 02:00:00","42.000","348.000","2.800","17.900","0.750","1009.800","","0.000","-99.000","-99.000","-99.000","18.300","","17.900",""
"C0I480","2020-04-02 02:00:00","2165.000","0.000","0.000","12.200","0.990","790.700","","0.000","-99.000","-99.000","-99.000","12.500","","12.200",""
"C0A860","2020-04-02 02:00:00","362.000","16.000","1.400","13.700","1.000","977.300","","0.000","-99.000","-99.000","-99.000","13.700","","13.600",""
"C0U940","2020-04-02 02:00:00","25.000","222.000","1.300","15.400","1.000","1017.900","","0.000","-99.000","-99.000","-99.000","15.700","","15.400",""
"C0S970","2020-04-02 02:00:00","19.000","45.000","1.100","20.500","0.800","1015.800","","0.000","-99.000","-99.000","-99.000","20.800","","20.500",""
"C0V260","2020-04-02 02:00:00","126.000","160.000","0.300","22.200","0.790","1000.600","","0.000","-99.000","-99.000","-99.000","22.500","","22.200",""
"C0H990","2020-04-02 02:00:00","3076.000","202.000","9.100","6.800","0.990","707.200","","1.000","-99.000","-99.000","-99.000","7.300","","6.600",""
"C0F9K0","2020-04-02 02:00:00","30.000","22.000","2.300","16.900","0.780","1011.400","","0.000","-99.000","-99.000","-99.000","16.900","","16.800",""
"C0AH90","2020-04-02 02:00:00","660.000","0.000","0.100","12.400","0.990","946.600","","0.500","-99.000","-99.000","-99.000","12.400","","12.100",""
"C0W150","2020-04-02 02:00:00","42.000","47.000","7.300","16.100","0.740","1014.200","","0.000","14.200","65.000","","16.900","","16.000",""
"C0F000","2020-04-02 02:00:00","273.000","76.000","0.900","15.900","0.990","981.400","","0.000","-99.000","-99.000","-99.000","15.900","","15.400",""
